"stn_code","stn_name","zone_code","division_code","latitude","longitude"
KRNT,Kurnool CITY                                                ,SCR,HYB,"15.833264","78.032692"
BCYN,budhdevchak Yadav Nagar,ECR,DNR,"25.497124","85.32843117"
BCK,Balichak                                                    ,SER,KGP,"22.35798433","87.55311617"
ANSM,"Nowagan No.1,Mohuda                                         ",SER,ADRA,"23.779533","86.296749"
BNDI,Barundani,WCR,KOTA,"25.176401","74.93413233"
BCMR,BECHIMARI,NFR,RNY,"26.36052837","90.52486554"
CKI,Chalakudi                                                   ,SR,TVC,"10.302091","76.3216745"
GDHA,Godha,NR,MB,"28.05279267","78.18213183"
GDQ,Godamgura,SCR,SC,"17.29006695","77.86671825"
IMBG,IMLI BIGHA  HALT                                              ,ECR,DNR,"25.299839","85.53151783"
KS,Kheta Sarai                                                 ,NR,LKO,"25.96585967","82.68911467"
KSDE,Karsindhu Halt                                              ,NR,DLI,"29.39122167","76.731265"
ANKI,Anakhi                                                      ,WR,BRC,"22.07499408","72.85399208"
LTKR,Lalit Khera Halt                                            ,NR,DLI,"29.2683955","76.47740417"
ANL,Antroli                                                     ,WR,BRC,"22.25613672","73.41914386"
BCPG,BALCO CAPTIVE POWER PLANT SIDING                            ,SECR,BSP,"22.348964","82.6461"
CKK,Chakarpur (Halt),NER,IZN,"28.96389833","80.01342333"
APJG,GCT of M/s Adani POWER LIMITED,ER,MLDT,"24.6","87.0799"
BDE,Bodeli                                                      ,WR,BRC,"22.26989817","73.71665883"
BDGM,BUDGAM,NR,JAT,"34.0387885","74.73622517"
KSN,Krishna,SCR,SC,"16.40606673","77.32939613"
KSF,Khalispur                                                   ,NR,LKO,"25.52577383","82.83152183"
KSI,Kosli                                                       ,NWR,BKN,"28.411405","76.465195"
BNE,Bohani,WCR,JBP,"22.9131985","78.91560033"
MABA,Mandi Bamora,WCR,BPL,"24.0534643","78.08223477"
BNDP,BUNIADPUR,NFR,KIR,"25.38601667","88.40127833"
CKKD,CHARKHErA KHURD,WCR,BPL,"21.93848983","76.64151617"
BDH,Bhedia,ER,HWH,"23.5900409","87.71123492"
KSIH,Khodseoni P.H.,SECR,NAG,"21.15546617","80.11260667"
BPMH,Bishunpur Mahuari Halt,NER,BSB,"26.12610691","84.53732154"
APLP,POL SIDING PARTAPUR                                         ,NR,DLI,"28.924862","77.648449"
ARMD,ARF Military siding/Daulatabad,SCR,NED,"19.916387","75.210514"
BDNK,Bodinayakkanur,SR,MDU,"10.02078776","77.34505049"
IMLI,Imli                                                        ,ECR,SPJ,"25.555758","86.30276"
CKKN,Chak Kalan,NR,JAT,"32.0645","75.61970874"
BDO,Bahalda Road                                                ,SER,CKP,"22.44164167","86.16403667"
BNG,Barnagar                                                    ,WR,RTM,"23.060227","75.377108"
KSVR,Keshav nagar halt,NWR,BKN,"29.21053242","73.45569499"
POA,Pallikona,SCOR,GNT,"16.061031","80.804269"
KTF,Kot Fateh                                                   ,NR,DLI,"30.12347167","75.08266278"
MAJN,MANGALuRu JUNCTION                                          ,SR,PGT,"12.86641533","74.879297"
APWP,AP STATE WAREHOUSING INVESTORS GODOWN,SCOR,VSKP,"17.813458","83.195171"
GDX,Ghoksadanga,NFR,APDJ,"26.42258333","89.27779444"
GDW,Gadhwala                                                    ,NWR,BKN,"27.970469","73.45539083"
BDNP,Bidanpur,NCR,PRYJ,"25.58572044","81.44144954"
GDY,Guindy                                                      ,SR,MAS,"13.00933167","80.21394833"
BDWS,Badarwas,WCR,BPL,"24.98350678","77.56224634"
BDWD,Bodwad,CR,BSL,"20.90362267","76.0174835"
INDM,Indore Jn.                                                  ,WR,RTM,"22.71732278","75.86759877"
KTOR,Katoriya,ER,ASN,"24.74099391","86.72914073"
BDWL,Biradhwal                                                   ,NWR,BKN,"29.174433","73.896803"
CKLA,Chak Banwala                                                ,NR,FZR,"30.42062117","74.12154717"
MAND,Mandurai                                                    ,SR,TPJ,"10.87322846","78.78532364"
CKLT,Chakkali Lai Halt,NR,MB,"28.87428567","78.61415467"
POKL,Peokol                                               ,NER,BSB,"26.34298498","83.93101648"
KTO,Katora,SECR,BSP,"23.30754307","82.68047273"
CKM,Chauki Man                                                  ,NR,FZR,"30.8149555","75.5664515"
GEB,Garh Baruari                                                ,ECR,SPJ,"26.019405","86.6057"
ARSG,Central Ordinence Depot Militry Siding AGRA                 ,NCR,AGRA,"27.157722","77.989883"
BNGY,Babhanjyotiya Halt,NER,LJN,"26.967731","82.42538467"
INDB,Indore Jn.                                                  ,WR,RTM,"22.717168","75.86837231"
POR,Pipalda Road,WCR,KOTA,"24.934503","76.63277483"
IQG,iqbal Gadh,NWR,AII,"24.34644167","72.53423889"
BEH,Bagdihi                                                     ,SER,CKP,"21.95181505","84.1868101"
CKNI,Chikni Road,CR,NGP,"20.32505","78.960095"
CKS,Chaksu                                                      ,NWR,JP,"26.59272681","75.91071463"
MAU,Mau Jn.,NER,BSB,"25.93906251","83.5640915"
GED,Guledagudda Road                                            ,SWR,UBL,"16.067115","75.69464833"
IRP,Iravipuram                                                  ,SR,TVC,"8.8676465","76.62343233"
BEHT,BIHAT HALT                                                  ,ECR,SEE,"25.44997917","86.03394233"
CKNA,Chikna F                                                   ,ECR,SPJ,"26.26963","86.418089"
ASM,Asarma                                                      ,WR,BRC,"21.45893809","73.06439975"
ISM,Ismaila Haryana                                             ,NR,DLI,"28.79968667","76.74045167"
MAO,Madgaon                                                     ,KRCL,KAWR,"15.26785833","73.97074167"
BEMR,M/s. Bhatia Energy & Minerals Pvt. Ltd. /ROB                ,SECR,BSP,"21.989134","83.182898"
BEF,Bhupdeopur,SECR,BSP,"21.97473047","83.25929428"
ATKS,Atwa Kursath,NR,MB,"27.13325908","80.24778008"
GGH,Ghogardiha                                                  ,ECR,SPJ,"26.282938","86.468898"
GGA,Ghogha,ER,MLDT,"25.21147333","87.16479167"
BNJ,Bangaon Jn.                                                 ,ER,SDAH,"23.03064833","88.832795"
MAY,Mariahu                                                     ,NR,LKO,"25.59688233","82.5979865"
BFG,Bagthar,NCR,AGRA,"26.795995","77.52253333"
PPG,Piploda Bagla                                               ,WR,RTM,"23.36175687","75.42915879"
KTYR,Kottaiyur                                                   ,SR,MDU,"10.11370776","78.78671399"
PPGT,Princepghat                                                 ,ER,SDAH,"22.55668667","88.33153979"
BEQ,Belur,ER,HWH,"22.63566333","88.33966833"
BERO,Bero,SER,ADRA,"23.548445","86.72683667"
CKVD,Chikkandawadi halt                                          ,SWR,MYS,"14.13481333","76.17523"
GGB,Garhmuktesar Bridge,NR,MB,"28.76073867","78.14128783"
PPH,Pipridih,NER,BSB,"25.86790115","83.48892812"
ATLP,Tata Steel BSL ltd siding                                    ,NR,MB,"28.712345","77.668018"
MAV,Mariammankovil                                              ,SR,TPJ,"10.77392171","79.19867405"
MAYP,Mayapur,ER,HWH,"22.86908333","87.86721167"
BNHR,BANABIHARI GWALIPUR PH.                                     ,ECOR,KUR,"20.33965983","86.20533717"
CKTD,Chitrakutdham Karwi,NCR,JHS,"25.217575","80.92289833"
BGBI,BAGRIBARI,NFR,RNY,"26.20444146","90.12061443"
BGBR,Bagbahra                                                    ,ECOR,SBP,"21.04624483","82.383996"
KUA,Kulharia                                                    ,ECR,DNR,"25.56823367","84.75845333"
KUB,Kasba,NFR,KIR,"25.86013333","87.52978333"
PPK,PACHPOKHARIA HALT                                           ,ECR,SPJ,"26.88746833","84.985"
PPKD,Paprakund                                                   ,ECR,DHN,"24.41716","82.93251567"
GGWA,Gangwara Halt,ER,MLDT,"24.63324983","87.11697629"
MBNR,Mahabubnagar                                                ,SCR,HYB,"16.75753333","77.99910833"
BNKH,Bhairanayakanahalli H                                       ,SWR,SBC,"13.194103","77.383001"
GGWT,Govindgarh (White Tiger),WCR,JBP,"24.39319081","81.31733932"
GGY,Gagariya                                                    ,NWR,JU,"25.71626389","70.778625"
GH,Ghughuli,NER,BSB,"27.05388814","83.71394014"
PPLA,piplai,NWR,JP,"26.50840668","76.55122566"
PPLI,Pipli                                                       ,WR,RJT,"22.34497164","69.93469185"
MBNL,Marwar Bhinmal,NWR,JU,"25.00061389","72.27561944"
BNKM,VINAEKMA HALT                                               ,ECR,SPJ,"26.0553748","86.61044215"
CLD,Chalsa,NFR,APDJ,"26.88218833","88.79844722"
JALD,Jaliya Devani                                               ,WR,RJT,"22.42430386","70.4202603"
CLDR,CHILIKDARA                                                  ,ECOR,KUR,"21.2481235","85.80885683"
BGSF,Bisugirsharif,SCR,SC,"18.34741267","79.483135"
BRPL,Barpali                                                     ,ECOR,SBP,"21.18454715","83.59559284"
GHA,Golehwala                                                   ,NR,FZR,"30.7922245","74.703424"
MBY,Mandi Dabwali                                               ,NWR,BKN,"29.9662965","74.70026483"
MCJ,Manjattidal                                                 ,SR,TPJ,"10.79256444","78.73186941"
PPV,Pratapganj                                                  ,ECR,SPJ,"26.3132135","86.95647117"
GHH,Garhi Harsaru Jn.,NR,DLI,"28.438135","76.93075667"
GHAA,GHAGHRA                                                     ,SER,CKP,"22.41343167","85.21509333"
GHE,Ghevra                                                      ,NR,DLI,"28.69188167","76.99349"
PPW,Pachperwa,NER,LJN,"27.52983659","82.63876793"
BGTA,Bagra Tawa,WCR,JBP,"22.63180717","77.99453133"
PPY,Papatapalli,SCR,SC,"17.37295547","80.17599826"
AXR,Alluru Road,SCOR,BZA,"14.71051983","79.988903"
PQA,Pipla P.H.                                                       ,SECR,NAG,"21.312882","79.067481"
PPZ,Peddampet,SCR,SC,"18.80408758","79.42712844"
BRPA,Barui para,ER,HWH,"22.76701205","88.23711395"
BGTN,Bhagtanwala                                                 ,NR,FZR,"31.60877417","74.8642155"
BNLW,Banasthali Niwai                                            ,NWR,JP,"26.38393748","75.93529713"
GHN,Ghorparan                                                   ,ER,ASN,"24.74119833","86.49821667"
GHNA,Gohana                                                      ,NR,DLI,"29.1409855","76.689493"
PQH,Pindkepar P.H.                                                  ,SECR,NAG,"21.30682867","80.18344867"
BAGN,New Bhagega,DFCR,WDFC,"27.70054548","75.74508822"
PQL,Pindial,SCR,SC,"17.92637738","79.45559787"
BRR,Barakar,ER,ASN,"23.7423743","86.81689358"
BHET,Bhestan                                                     ,WR,BCT,"21.12253717","72.86334817"
BHGH,Bahirgachhi   H                                             ,ER,SDAH,"23.27555","88.634335"
CLG,Kahalgaon,ER,MLDT,"25.26303","87.23448167"
BHGN,Bhilgaon,NFR,LMG,"26.34173167","93.921925"
PQT,Puniyavant,WR,BRC,"22.33300783","73.95586883"
GHNH,Ghantakhal Nidhipur                                         ,ECOR,KUR,"20.51091783","85.7362555"
PQN,Pariawan Kalakankar Road                                    ,NR,LKO,"25.82526433","81.36853133"
PQS,Park Circus                                                 ,ER,SDAH,"22.54079167","88.37376"
GHQ,Garhwa                                                      ,ECR,DHN,"24.17563683","83.81339967"
GHUM,Ghum,NFR,KIR,"27.00832606","88.25367454"
BRRZ,Barara Buzurg                                               ,NR,LKO,"26.045025","81.09788611"
GHX,Garhara                                                     ,ECR,SEE,"25.437485","86.00640917"
MCL,Madimangalam                                                ,SR,TPJ,"12.59770155","79.18456869"
BAMY,Bandra Marshalling Yard                                     ,WR,BCT,"19.054664","72.840664"
CLKA,Chilka                                                      ,ECOR,KUR,"19.6863275","85.17966283"
PQZ,Pundibari,NFR,APDJ,"26.41347667","89.39396111"
BASA,Banosa,CR,BSL,"20.92210017","77.325937"
GI,Guduvancheri                                                ,SR,MAS,"12.84508134","80.05748025"
BANL,BHATANGLI                                                   ,CR,SUR,"18.44622","76.67871167"
BHRJ,Bechraji                                                    ,WR,ADI,"23.50326162","72.04657159"
KUCE,KUCHAI                                                      ,SER,KGP,"22.011679","86.6963855"
KUD,Kudachi                                                     ,SWR,UBL,"16.62446833","74.85857167"
PQY,Pabli Khas                                                  ,NR,DLI,"29.05616333","77.698065"
PRAE,Palla Road,ER,HWH,"23.17928833","88.0091"
BATS,Bhatsar,WR,ADI,"23.63760835","72.06466583"
KUDA,Kundapura                                                   ,KRCL,KAWR,"13.61337778","74.72888056"
PRBG,Pratap Bagh P.H.                                             ,SECR,NAG,"21.52309783","80.20421417"
BHS,Vidisha,WCR,BPL,"23.52273271","77.81471161"
BHRL,Bharoli,NR,JAT,"32.27133467","75.61601517"
BSGR,Bhagsar                                                     ,NR,FZR,"30.45217683","74.40167"
BATA,Bantva                                                      ,WR,BVP,"21.49188932","70.07870727"
BSHT,Basirhat                                                    ,ER,SDAH,"22.65011833","88.86996667"
BHX,Bulluana                                                    ,NR,UMB,"30.21780333","74.78298167"
BSL,Bhusaval Jn.,CR,BSL,"21.04747064","75.7878323"
CLO,Chilo                                                       ,NWR,JU,"27.44476389","73.52526667"
GII,Gidhni                                                      ,SER,KGP,"22.4882675","86.85329233"
MCPT,Chintadaripet                                               ,SR,MAS,"13.07379219","80.27377086"
BHY,Bhayavadar                                                  ,WR,BVP,"21.847846","70.23614417"
CLW,Chilwariya                                                  ,NER,LJN,"27.49985275","81.68658819"
BSKH,Basukinath,ER,ASN,"24.38474333","87.06856167"
PRF,Parsipur                                                    ,NR,LKO,"25.37083724","82.63730406"
PRG,Prayag Jn.                                                  ,NR,LKO,"25.46814267","81.86761617"
PRE,Pahara,NCR,PRYJ,"25.11930167","82.72378333"
BSLA,Bhasila                                                     ,ER,SDAH,"22.66521528","88.65892472"
GIA,Garia  F                                                    ,ER,SDAH,"22.46601667","88.405345"
GID,Giddalur,SCOR,GNT,"15.37945686","78.92632845"
PRGA,PAHARJAGANGAUR HALT                                         ,ECR,SPJ,"25.523897","86.331978"
BBLS,Baradwar Ballast Siding,SECR,BSP,"22.011969","82.812785"
BSKR,Basi Kiratpur                                               ,NR,MB,"29.4970535","78.21343783"
PRGD,PERUNGUDI                                                   ,SR,MAS,"12.97571375","80.23154544"
KUK,Korukonda,SCOR,VSKP,"18.053983","83.32078433"
BBMN,Bari Brahman,NR,JAT,"32.63844825","74.91684467"
KUKA,Khui Khera                                                  ,NR,FZR,"30.30509033","74.07814417"
PRI,Pathri                                                      ,NR,MB,"29.853367","78.07803883"
BIPR,Bheempura,NWR,JU,"25.12049167","72.38489444"
BBRM,BABA BHAGWAN RAM HALT                                       ,NR,LKO,"25.31203465","83.04484307"
CMC,Chemancheri,SR,PGT,"11.40582445","75.71932079"
CMDG,Chamardighi,ER,HWH,"23.3212551","87.88737034"
GJH,GOLDEENGANJ                                                 ,ECR,SEE,"25.75387402","84.8269737"
KUR,Khurda Road Jn.                                             ,ECOR,KUR,"20.15361267","85.709035"
MDJN,Madar jn                                                    ,NWR,AII,"26.46273889","74.68521111"
BBMT,Balaram Siding of M/s MCL                                   ,ECOR,KUR,"20.932182","85.200305"
PRKE,Purwa Khera,NR,MB,"28.38575683","78.95133533"
BIP,Bahilpurwa,NCR,JHS,"25.13493667","80.99771"
BISH,Bishengarh,NWR,JU,"25.44839167","72.57515833"
BCBM,BALUMATH CCL SIDING,ECR,DHN,"23.681158","84.740124"
GJJ,Gajjelakonda,SCOR,GNT,"15.7779","79.4019"
BBPM,BaIabhadrapuram Halt,SCOR,BZA,"16.96647767","82.00077067"
CMA,Cinnamara,NFR,TSK,"26.70631462","94.239543"
PRH,Powerpet,SCOR,BZA,"16.71291","81.10637983"
BJF,Bijni,NFR,RNY,"26.49736844","90.707578"
BSX,Basar,SCR,HYB,"18.86549722","77.93913889"
