"stn_code","stn_name","zone_code","division_code","latitude","longitude"
NUH,Naugarh                                                     ,NER,LJN,"27.27487265","83.08862856"
PAPM,Palat Potaram                                               ,SCR,HYB,"17.789925","78.45431389"
PBD,Pedda Brahmadevam Halt                                      ,SCR,BZA,"16.99103593","82.07869697"
PCTM,NAVANI-PUDUCHATRAM                                          ,SR,SA,"11.385874","78.18560589"
PPLC,Pimpla Chaure Halt                                          ,SCR,NED,"19.28592222","77.13261389"
KESR,Kesri Singhpur,NWR,BKN,"29.95114617","73.61921367"
DYP,Daryapur                                                    ,NR,LKO,"26.18248056","81.24833611"
KDOS,K.D.(Old) Siding                                            ,ECR,DHN,"23.650735","85.001307"
BASN,Bhainswan                                                   ,NR,DLI,"29.09527333","76.68015833"
BIA,Bhilai,SECR,R,"21.20283167","81.4206045"
PPJ,Pophlaj,CR,SUR,"18.2914","75.09792333"
RXL,Raxaul Jn.                                                  ,ECR,SPJ,"26.9869315","84.84472222"
KEQ,Kachhpura  JUNCTION,WCR,JBP,"23.17043067","79.89897417"
KEMA,Kukma (halt)                                                ,WR,ADI,"23.21498467","69.77174533"
KETI,Keoti,SECR,R,"20.227309","81.08077083"
KEMR,Kemri (Halt),NER,IZN,"28.81116333","79.20130833"
PUDR,PODUR                                                       ,SCR,SC,"18.61852277","78.95220461"
KEY,Kagankarai                                                  ,SR,SA,"12.41029876","78.50854563"
RAG,Raigir                                                      ,SCR,SC,"17.55106245","78.94138273"
GDH,gidanahalli halt                                            ,SWR,SBC,"13.414165","77.808993"
KDKL,Kodakandla,SCR,HYB,"17.87033944","78.75912766"
SBJ,Sarai Banjara                                               ,NR,UMB,"30.53786833","76.51565333"
KGBS,Kishangarh Balawas                                          ,NWR,BKN,"28.26320131","76.57107121"
KGD,Kalligudi                                                   ,SR,MDU,"9.69582483","77.97422367"
RDK,Rashidpura-Khori                                            ,NWR,JP,"27.73039481","75.08255366"
PIGT,Pilighat,WCR,BPL,"24.6578545","77.50591233"
GDB,Giddarbaha                                                  ,NR,UMB,"30.20102333","74.66215"
CSA,Chausa,ECR,DNR,"25.49878517","83.89673217"
BARU,Baharu  F                                                   ,ER,SDAH,"22.204815","88.44418167"
RBGJ,Robertsganj                                                 ,NCR,PRYJ,"24.68326833","83.078075"
SAHT,SAMHUTA HALT                                                ,ECR,DDU,"25.12030856","84.15664304"
SCC,Sitapur Cantt.                                              ,NER,LJN,"27.55744171","80.69954862"
SDHR,Sandhanidhar                                                ,WR,BVP,"20.9442686","70.71287933"
FCGS,"Food Corporation of India,Krishna Canal",SCOR,BZA,"16.477572","80.604973"
FCIR,"Food Corporation of India, Rajamundry",SCOR,BZA,"16.984459","81.784201"
STM,St. Thomas Mount,SR,MAS,"12.99552333","80.20076833"
KRPN,kharepatan road,KRCL,RN,"16.56876463","73.66113344"
KEX,Khekra                                                      ,NR,DLI,"28.87146","77.28928833"
BATL,Baihatola,SECR,BSP,"23.2293162","82.0505816"
SAV,Savda,CR,BSL,"21.11064","75.910265"
KGF,Katghar                                                     ,NR,MB,"28.82582749","78.79656935"
FCPA,"Food Corporation of India, Pennada Agraharam",SCOR,BZA,"16.541636","81.577992"
PQU,PARBANA MAU,WCR,BPL,"23.62622283","76.5546025"
SKNR,Shakarnagar                                                 ,SCR,HYB,"18.658786","77.905486"
BIM,Bilimora Jn.                                                ,WR,BCT,"20.7661495","72.97002867"
KGPW,KHARAGPUR WORKSHOP                                          ,SER,KGP,"22.346","87.232"
KGRA,Kangra,NR,JAT,"32.08532183","76.26251783"
KGVL,KADAGARAVALLI                                               ,SWR,MYS,"12.83817667","75.69654"
KHAI,KHIRAI                                                      ,SER,KGP,"22.37474383","87.69664567"
PRY,Paraiya                                                     ,ECR,DDU,"24.80938611","84.85053889"
KHBJ,Khanna Banjari,WCR,JBP,"23.89678767","80.82225533"
SBV,Simri Bakhtiyarpur                                          ,ECR,SPJ,"25.72085658","86.59743232"
BIML,Bhimal                                                      ,NWR,AII,"24.75265278","73.92248611"
CTHT,Chatar                                                      ,ECR,DNR,"24.83753733","85.48693867"
WDS,Wadsinge,CR,SUR,"18.066465","75.48906667"
STN,Sitarampur,ER,ASN,"23.72366","86.89631667"
CTQ,Chetar                                                      ,ECR,DHN,"23.68017117","84.65359317"
SNPH,SHANKAPUR HALT                                              ,SCR,HYB,"18.06586303","78.40261332"
SPB,Sonekhpur Halt                                              ,NR,MB,"28.62965133","78.70292867"
BIO,Bordi                                                       ,WR,RTM,"22.86669333","74.34799"
KHD,Khodiyar                                                    ,WR,ADI,"23.156184","72.547874"
SRMN,SEMRAON                                                     ,ECR,DDU,"25.3943","84.52593056"
SVPH,SHIVPUR HALT                                                ,ECR,DDU,"25.20788738","84.2606653"
TEP,Tempa P.H.                                  ,SECR,NAG,"20.67831383","79.6054635"
TOR,Titur P.H.                                  ,SECR,NAG,"21.05998283","79.28911767"
KFCS,"FCI SDG, KARUNAGAPALLI                                      ",SR,TVC,"9.065568","76.544323"
RPD,Rupaund,SECR,BSP,"23.73024095","80.57643026"
KFGB,Gati Shakti Cargo Terminal of Kribhco Fertilizers Ltd./Banthra,NR,MB,"27.928749","79.82769"
STNR,Sitalnagar                                                  ,NWR,BKN,"28.044251","74.254094"
UWNR,UDWANT NAGAR HALT                                           ,ECR,DDU,"25.51752222","84.62566944"
KFU,Kohand Halt,NR,DLI,"29.495125","76.96840833"
PBE,Pilibhit Jn.,NER,IZN,"28.61567972","79.81241713"
BIQ,Bansi Paharpur,NCR,AGRA,"26.934775","77.48239"
KRS,Karisath                                                    ,ECR,DNR,"25.54934467","84.56352067"
KHF,Khantapara                                                  ,SER,KGP,"21.39795733","86.82492433"
BRG,Bargarh,NCR,PRYJ,"25.16406","81.45022833"
KHHJ,Khatkar Kalan Jhandaji                                      ,NR,FZR,"31.16411317","76.03022433"
PBHD,prabhadevi,WR,BCT,"19.00733717","72.83590433"
RY,Rayaka                                                      ,WR,BVP,"22.42087392","72.03533548"
KHGP,KHARGAPUR,NCR,JHS,"24.84595667","79.18447167"
BAU,Burhanpur,CR,BSL,"21.335065","76.199567"
KRSA,Kharsaliya                                                  ,WR,BRC,"22.704829","73.554416"
RDUM,Rampur Dumra                                                ,ECR,DNR,"25.3309315","86.00057583"
RHU,Rahon                                                       ,NR,FZR,"31.05970267","76.108697"
BAV,Baruva,SCOR,VSKP,"18.90094783","84.55480583"
BTP,Babatpur                                                    ,NR,LKO,"25.45396217","82.8804335"
DDU,PT.DEEN DAYAL UPADHYAYA JN.,ECR,DDU,"25.28048962","83.12006889"
KHDP,Khudlapur F,NER,IZN,"27.09967833","79.77944667"
KHND,Khunvad                                                     ,WR,BRC,"22.14106718","73.60931852"
VAH,Valluru Halt                                                ,SCR,HYB,"16.02279444","77.91849444"
VNPN,Vain Poin                                                   ,NR,FZR,"31.39519347","75.03448384"
VRV,Viravada HALT                                               ,NWR,AII,"23.61302517","73.07918614"
WW,WANABAR HALT                                                ,ECR,DNR,"25.05762017","84.97486783"
YAL,Yataluru                                                    ,SCR,GTL,"13.893244","79.625988"
IOCD,IOC/BPC LTD,SCOR,BZA,"15.407761","80.045872"
KGLI,KARGHALI WASHERY SIDING                                     ,ECR,DHN,"23.767829","86.01059"
BIRL,BIRAUL,ECR,SPJ,"25.938723","86.23292"
DPDH,Dhanpatdih,ER,ASN,"24.41716667","86.914005"
SDG,Sahadai Buzurg                                              ,ECR,SEE,"25.66118317","85.45499698"
BRGP,Bajrangpura                                                 ,WR,RJT,"22.83984919","71.74135821"
ABU,Ambattur                                                    ,SR,MAS,"13.11409935","80.1516107"
MKAK,Mundakakanni Amman Koil                                     ,SR,MAS,"13.04075568","80.26981406"
YDP,Yedapalli                                                   ,SCR,HYB,"18.678789","77.953094"
BTPH,CHAKIA THERMAL HALT                                         ,ECR,SEE,"25.40170266","86.01608619"
KIE,Khiria Khurd (Halt),NER,IZN,"27.98442763","79.88623421"
KIG,Kolaghat                                                    ,SER,KGP,"22.433794","87.88208167"
KIK,Karaikal                                                    ,SR,TPJ,"10.91646111","79.839125"
DGB,Dandu GopalpuraM P.H.,SCOR,VSKP,"18.54433067","84.24286617"
KRSL,Krishnashila                                                ,ECR,DHN,"24.1586","82.76703611"
KIKP,Karaikal Port Pvt Ltd Siding                                ,SR,TPJ,"10.8183","79.846058"
SKHK,Sukhasan Kothi H                                            ,ECR,SPJ,"25.846365","87.156058"
SUMR,Sumer,WCR,BPL,"23.62519409","77.87974766"
DPD,Dosapadu,SCOR,BZA,"16.46892983","80.93898983"
KRT,Khurahat,NER,BSB,"25.98546892","83.45537387"
BRGT,Bheraghat,WCR,JBP,"23.16990733","79.79763383"
AIPP,Attipattu Pudu Nagar.H                                      ,SR,MAS,"13.24902842","80.29988643"
AMLA,Amla Jn.,CR,NGP,"21.91963","78.12371833"
SCM,Simhachalam,SCOR,VSKP,"17.7455655","83.22087143"
HVM,Hamsavaram,SCOR,BZA,"17.31633418","82.48954324"
JAQ,Jandrapeta Halt,SCOR,BZA,"15.809879","80.33424133"
KRU,Kheralu,WR,ADI,"23.88132739","72.62825255"
BRI,Bhiringi,WCR,BPL,"22.23898783","76.95695733"
SVI,Sagarpali   Halt,NER,BSB,"25.75804271","84.09938643"
BAZ,Baran,WCR,KOTA,"25.0952355","76.50674467"
BBA,Babrala                                                     ,NR,MB,"28.2666515","78.4034785"
KJA,Khajurhat                                                   ,NR,LKO,"26.5263715","82.1268265"
KJG,Karajgi                                                     ,SWR,UBL,"14.85201667","75.40824333"
KJGY,Khanalampura Marshalling yard                               ,NR,UMB,"29.928903","77.583218"
KJKD,Kanjikode                                                   ,SR,PGT,"10.80048442","76.75505952"
REJN,New Rewari Jn.,DFCR,WDFC,"28.17724624","76.55239375"
SFY,Shajapur,WCR,BPL,"23.42511683","76.2979935"
KJV,Khijadiya Jn.                                               ,WR,BVP,"21.74110867","71.276165"
REM,Reddigudem,SCOR,GNT,"16.44188216","80.05046953"
KRZ,Kharawar                                                    ,NR,DLI,"28.83114667","76.68096167"
REMA,REMA                                                        ,ECR,DHN,"24.40956359","86.02617234"
KHA,Khaigaon,WCR,BPL,"22.00635969","76.4775405"
DGDG,Durgada Gate Halt,SCOR,BZA,"17.21255167","82.34927917"
IPPM,Ipurupalem Halt,SCOR,BZA,"15.85200367","80.38520183"
KJJ,Kodavaluru,SCOR,BZA,"14.56438943","79.99464694"
BRGW,Bargawan,WCR,JBP,"24.19704583","82.45641517"
DQR,Dabirpura,SCR,HYB,"17.36658889","78.49034167"
BTX,Bela tal,NCR,JHS,"25.274145","79.55906833"
SGV,Sargachhi,ER,SDAH,"24.01817518","88.24448406"
BIZ,Baihata,NFR,RNY,"26.34191447","91.68952596"
KHKN,Khera Kalan                                                 ,NR,DLI,"28.76968","77.11568"
DGF,Dhangaria  PH                                               ,SER,ADRA,"23.243545","87.50426833"
DPC,Darliput,ECOR,RGDA,"18.349935","82.70345383"
BJBA,BIJBIARA,NR,JAT,"33.789422","75.075425"
SHNG,Shivnagar                                                   ,NR,LKO,"26.33650278","81.88314722"
KKAS,KATKAMASANDI                                                ,ECR,DHN,"24.12236667","85.19846111"
KKDI,Karaikkudi Jn.                                              ,SR,MDU,"10.06896349","78.79409543"
REP,Reddipalem,SCOR,GNT,"16.31410458","80.4602495"
KKET,Kamrup Khetri,NFR,LMG,"26.12687978","92.08402938"
KKGT,Kalkalighat,NFR,LMG,"24.58060167","92.29556667"
WR,Wardha Jn.,CR,NGP,"20.73375","78.597715"
KKJ,Kakori                                                      ,NR,MB,"26.88402983","80.80015967"
KKK,Khakhraiya                                                  ,WR,BVP,"21.67690665","70.87927289"
KKL,Kala Bakra                                                  ,NR,FZR,"31.47574317","75.6305245"
ANA,Aslana,WCR,JBP,"23.86023933","79.31968033"
BXA,Balod,SECR,R,"20.74083967","81.20521433"
KKMI,kerakalamatti                                               ,SWR,UBL,"16.13429654","75.58841565"
KSAE,Kosai                                                       ,SCR,NED,"19.63872222","78.33504444"
KKNR,Kamakhya Nagar,ECOR,KUR,"20.92495221","85.53916932"
RENH,Renhat                                                      ,WCR,BPL,"25.98049767","77.83498417"
RFCI,"FCI  SIDING ,RAJNANDGAON                                    ",SECR,NAG,"21.100756","81.038589"
SVO,Sanvrad                                                     ,NWR,JU,"27.51921389","74.51866944"
BHNS,Bhansi,ECOR,RGDA,"18.7773725","81.26329567"
ATC,Arts College                                                ,SCR,HYB,"17.41821667","78.51988889"
CJS,Charamula Kusumi,ECOR,RGDA,"19.01600067","82.415846"
KTGA,Keutguda,ECOR,RGDA,"19.30411933","83.36819267"
MVW,Mallividu,ECOR,RGDA,"17.971664","83.172703"
KHRS,Khareshwar Road,WR,RJT,"23.06472017","71.983161"
GGGS,Garha Goods Shed,SECR,NAG,"22.476234","80.064403"
DGHR,Deoghar,ER,ASN,"24.51174667","86.69654833"
BBE,Baghi Bardiha                                               ,ECR,DNR,"24.94896961","85.62266239"
KIY,Kalayat                                                     ,NR,DLI,"29.67911167","76.228015"
KJDI,khajjidoni,SWR,UBL,"16.16414231","75.46806038"
KKP,Kot Kapura Jn.                                              ,NR,FZR,"30.57982617","74.81720717"
KKPM,Kallakkudi-Palanganatham                                    ,SR,TPJ,"10.96647512","78.94963618"
KKRV,Kukarvada,WR,ADI,"23.55322","72.620195"
KKT,Kath Kuiyan,NER,BSB,"26.85689442","84.04828792"
BJKN,BAJEKHAN HALT                                               ,NWR,BKN,"29.523801","75.0966715"
KLAG,Kamalanga,ECOR,KUR,"20.87888415","85.2643333"
SGF,Sangat                                                      ,NWR,BKN,"30.09071617","74.83536367"
KLBA,Kalambha,CR,NGP,"21.34458","78.55903167"
KLBG,KALABURAGI,CR,SUR,"17.314698","76.825493"
KLCR,Katlicherra,NFR,LMG,"24.46870333","92.55451167"
SGM,Solagampatti                                                ,SR,TPJ,"10.78536097","78.87724432"
RGCR,RATANGARH JN CABIN                                          ,NWR,BKN,"28.065792","74.584999"
BJLP,Barai Jalalpur,NER,LJN,"27.45104251","80.79854778"
BUF,Bimalgarh Jn.                                               ,SER,CKP,"21.96775","85.01010833"
SIHI,SHIHORI,WR,ADI,"24.07053501","71.98063631"
KIGL,KUNIGAL,SWR,SBC,"13.016424","77.011092"
BBGN,Barua Bamungaon,NFR,TSK,"26.669083","93.98344217"
DHH,Dinhata,NFR,APDJ,"26.12387296","89.46804922"
KLDA,Kalediya                                                    ,WR,BRC,"22.06909251","73.71160243"
DHD,Dahod,WR,RTM,"22.84407142","74.25256911"
DWZ,Dantewara,ECOR,RGDA,"18.90821667","81.35596567"
GIZ,Gidam,ECOR,RGDA,"18.936811","81.41228867"
NMDB,NMDC's IRON ORE LOADING DEPOSIT NO. 5 BACHELI,ECOR,RGDA,"18.703631","81.238704"
PBV,Paliba,ECOR,RGDA,"18.66045033","82.69626017"
BJNR,Bijainagar                                                  ,NWR,AII,"25.92910833","74.65257222"
KJLU,Khari - Jhalu,NR,MB,"29.33361567","78.21474317"
KJMS,Food Corporation of India Grain Godown S,SWR,SBC,"13.000544","77.674026"
KKBK,KKC Main                                                    ,SER,ADRA,"23.785345","86.212978"
SGW,Singwal                                                     ,NWR,AII,"26.03643611","74.68329722"
KLGD,Kollengode                                                  ,SR,PGT,"10.62732067","76.69859267"
KLGM,Kallagam                                                    ,SR,TPJ,"11.02524499","79.00500794"
KLGR,Kolaigram,NFR,APDJ,"26.55167","89.04983333"
BJPR,Bijaipur Road,NCR,JHS,"26.18817502","77.29308127"
BBHT,BARABAR HALT                                                ,ECR,DNR,"25.0080195","84.9771395"
DHL,Devanahalli                                                 ,SWR,SBC,"13.247613","77.705342"
GRRU,Guraru                                                      ,ECR,DDU,"24.81086667","84.79176111"
GUJ,GUNJA                                                       ,WR,ADI,"23.73894102","72.59692747"
KLNK,Kalanaur Kalan                                              ,NWR,BKN,"28.833975","76.386635"
KSNA,KANASAR NAWADA                                              ,ECR,DHN,"24.02609167","85.28995278"
SKL,Singaperumalkoil                                            ,SR,MAS,"12.75824333","79.997725"
DRLA,Daurala                                                     ,NR,DLI,"29.12417","77.70793333"
KLNT,Kalinagar,ER,HWH,"23.36579621","88.3357725"
BJPL,Baijnath Paprola,NR,JAT,"32.05098133","76.635317"
SLJ,Sakrigali,ER,MLDT,"25.24242","87.7092"
GNPR,Gunupur,ECOR,RGDA,"19.06991567","83.81037617"
KKPS,"DALMIAPURAM CEMENT SIDING, KKPM                             ",SR,TPJ,"10.965629","78.948269"
KKR,Khakhrala Road                                              ,WR,RJT,"22.87471436","70.75213641"
SII,Sitimani                                                    ,SWR,UBL,"16.31973986","75.86671505"
KTA,Kushtala,WCR,KOTA,"25.96115017","76.3266855"
DRSN,Dhurwasin P.H.,SECR,BSP,"23.12935887","81.8461396"
KLWD,Kalitalawadi                                                ,WR,BRC,"22.357159","72.643929"
KKMB,Kastla-Kasmabad Halt                                        ,NR,MB,"28.7216275","77.71394233"
KLWL,Kilanwali Punjab                                            ,NR,UMB,"30.13711833","74.11531833"
KKNH,KARUKHIRHARNAGAR HALT                                       ,ECR,SPJ,"25.88767761","86.60794786"
AYI,Ayingudi                                                    ,SR,TPJ,"10.21737401","79.0924822"
KLYM,Kalyani Simanta                                             ,ER,SDAH,"22.98769942","88.42823327"
DIG,Duggirala,SCOR,BZA,"16.32900166","80.6238274"
KLYT,Kolayat                                                     ,NWR,BKN,"27.836207","72.9558"
KJW,Khajwana                                                    ,NWR,JU,"26.92370556","73.86131111"
KSY,Kusiargaon,NFR,KIR,"26.052615","87.48244833"
ATDA,Atladara                                                    ,WR,BRC,"22.27556131","73.15420406"
AAL,Amlai,SECR,BSP,"23.17288552","81.59347941"
BUT,Baytu                                                       ,NWR,JU,"25.89753611","71.76759167"
BVH,Ballabgarh,NR,DLI,"28.34098667","77.31204933"
KMAE,Khamargachhi,ER,HWH,"23.05438667","88.44430667"
NKX,NAKTHISEMRA,ECOR,RGDA,"19.0617905","82.07371383"
KLRD,Kali Road                                                   ,WR,ADI,"23.098345","72.57793798"
SWDV,SEAWOOD DARAVE,CR,CSTM,"19.02191844","73.0189198"
NMAG,"Private Siding of M/s NMDC STEEL Ltd, Amagura",ECOR,RGDA,"19.068283","82.147522"
BW,Biwai,NCR,AGRA,"27.11006167","76.69572167"
KKTI,Kuttakudi                                                   ,SR,SA,"11.59194099","79.1543693"
KLAD,Kalanad Halt,SR,PGT,"12.467532","74.99827283"
KLBN,kalambani budruk,KRCL,RN,"17.76583053","73.42060521"
AYR,Ayyalur                                                     ,SR,MDU,"10.48645283","78.15968533"
DSME,Dasara                                                      ,ECR,DHN,"24.27414934","85.79094968"
KLGN,Kalangani                                                   ,SR,SA,"11.33152698","78.176044"
KMBL,Khambhaliya                                                 ,WR,RJT,"22.21760874","69.65794467"
BKTH,Baikunth P.H.,SECR,R,"21.49829571","81.78034291"
KMLR,Kamalur,ECOR,RGDA,"18.85538367","81.27761983"
KMLJ,KAMALAJARI,NFR,LMG,"26.09004566","91.94449205"
KKB,Karak-Bel,WCR,JBP,"22.99187417","79.34145817"
BKRH,Brij Kishor Halt,NER,BSB,"26.31357525","84.69472599"
KMPS,Kumarapatnam polyfibers siding S/B  HRR                     ,SWR,MYS,"14.52467","75.78412167"
KLJI,KALIJAI - PH                                                ,ECOR,KUR,"19.64734417","85.15139733"
KMRJ,Kumarganj,NFR,KIR,"25.21845333","88.06588"
SIKR,Sikar Jn.                                                   ,NWR,JP,"27.61654926","75.15305151"
ABR,Abu Road                                                    ,NWR,AII,"24.48119444","72.78552222"
RJCB,RAJNAGAR COLLIERY SDG BJRI                                  ,SECR,BSP,"23.195546","82.127509"
KTCE,Katoghan,NCR,PRYJ,"25.73058167","81.16277167"
KNE,Kishanganj,NFR,KIR,"26.09836","87.95047167"
KMMD,Kirmiti Mendha P.H.,SECR,NAG,"20.5928085","79.7697155"
KKTA,Kollikhutaha H,ER,MLDT,"25.19038167","86.98828167"
CHRD,Charodiya                                                   ,WR,BVP,"21.08950048","71.4716521"
KMLP,Kommarapudi Jn,SCOR,BZA,"14.27697217","79.90153583"
KLSK,KKC Link                                                    ,SER,ADRA,"23.785345","86.212978"
KLWN,Kalwan Halt                                                 ,NR,DLI,"29.69953167","75.96607"
KLYH,Kallur Yedahalli H                                          ,SWR,MYS,"12.41344333","76.50689167"
KMRL,KumruI  PH                                                  ,SER,ADRA,"23.18027833","87.60393167"
KMS,Karamnasa                                                   ,ECR,DDU,"25.24033611","83.43137222"
KNHN,Kanhan Jn.,SECR,NAG,"21.22462567","79.23650517"
KMSI,Kumsi                                                       ,SWR,MYS,"14.056497","75.409625"
BBDB,Benoy Badal Dinesh Bag                                      ,ER,SDAH,"22.57704","88.34665"
KMU,Kumbakonam,SR,TPJ,"10.95436944","79.39050833"
KNAD,Kanad                                                       ,WR,BVP,"21.64929196","71.92658184"
KNB,Kaniyambadi                                                 ,SR,TPJ,"12.81275669","79.12517549"
KNBR,Kanaibazar,NFR,LMG,"24.64048833","92.32393"
BLDK,Balauda Takun                                               ,WR,RTM,"22.873853","75.756253"
BMDR,BAMANDONGRI,CR,CSTM,"18.97502853","73.02412225"
KNF,Khanodih                                                    ,SER,ADRA,"23.79319874","86.20594905"
KNGT,KARNAWAS  NEW GRAIN MARKET                                  ,NWR,JP,"28.13396177","76.59038217"
SNTR,Shantinagar Halt,ER,SDAH,"23.293445","88.637915"
SUX,Sudiyur                                                     ,SR,MDU,"9.60031917","78.48591783"
KNHR,Kirnahar,ER,HWH,"23.764035","87.88019167"
SJKL,Surjakamal,NFR,KIR,"25.93588667","87.84976667"
KNGM,Kangam                                                      ,WR,BRC,"22.15372692","72.65544617"
RJK,Raja-ka-Sahaspur Jn.,NR,MB,"28.627738","78.779803"
KRH,Khairthal                                                   ,NWR,JP,"27.79780347","76.64167738"
SVJR,Shivaji Nagar,CR,PUNE,"18.53165933","73.852039"
RJKN,R & UBM Siding of M/s Jindal Steel Limited,SECR,BSP,"21.926644","83.332157"
KAFM,"ARMED FORCES MEDICAL STORES DEPOT SDG, KANDIVLI",WR,BCT,"19.204511","72.852058"
KCOD,"CENTRAL ORDINANCE DEPO SDG, KANDIVALI",WR,BCT,"19.204511","72.852058"
MAGN,Mahagaon,SCR,SC,"17.51232037","76.92756524"
KMKA,Kusmunda (SILO) Pvt. Sdg./KRBA,SECR,BSP,"21.989134","83.182898"
RJMP,Rajmalpur Road (Halt),NER,BSB,"25.89079653","83.79290443"
BND,Bhandup,CR,CSTM,"19.14238873","72.93768278"
SK,Sakhun                                                      ,NWR,JP,"26.73796758","75.09140392"
CHIT,chithari halt,NCR,JHS,"25.23573167","79.88705667"
KNL,Kalanwali                                                   ,NWR,BKN,"29.8342625","74.9800715"
KNLE,Kanale H                                                    ,SWR,MYS,"14.22211167","74.96345667"
BRJ,Brace Bridge                                                ,ER,SDAH,"22.517765","88.30149333"
KMDC,Kurmadanga  H,ER,HWH,"23.74494491","87.94908552"
KNLS,Kanalus                                                     ,WR,RJT,"22.32019253","69.89732803"
AG,Aranghata                                                   ,ER,SDAH,"23.242185","88.61363"
KNNT,Kunnathur                                                   ,SR,SA,"12.36194022","78.49799517"
BWA,Bhinwaliya                                                  ,NWR,AII,"25.55935278","73.49233889"
KNP,Khanapur                                                    ,SWR,UBL,"15.63776","74.49949167"
KNPL,Kandanur  Puduvayal                                         ,SR,TPJ,"10.10417424","78.83729287"
DSPL,DASPALLA,ECOR,KUR,"20.3451555","84.8544385"
KRP,Krishnapur                                                  ,ER,SDAH,"24.40650756","88.25654013"
RJN,Rajnandgaon,SECR,NAG,"21.10145383","81.03721517"
KNSD,NEW KANCHAUSI,DFCR,EDFC,"26.979452","78.737555"
SKAR,Sakariya,WCR,JBP,"24.6055065","80.90322017"
AGN,Amgaon,SECR,NAG,"21.36141483","80.374049"
BNXR,Bidhannagar Road                                            ,ER,SDAH,"22.59269159","88.39124227"
LONI,Loni,CR,PUNE,"18.49111483","74.02072467"
KNR,Kankinara                                                   ,ER,SDAH,"22.8665959","88.40574008"
KTCH,Kaithalkuchi,NFR,RNY,"26.45048691","91.33987776"
LNW,Lakhanwada P.H.,SECR,NAG,"21.78510633","79.87369483"
MUGI,Marugutti,SCR,SC,"17.63981687","77.05749295"
MWY,Mailaram                                                    ,SCR,SC,"17.28022068","77.80963027"
NADI,Nawadgi,SCR,SC,"17.54714349","76.95913147"
RPL,Reddipalle                                                  ,SCR,GTL,"14.09212709","79.22611093"
NMVK,NMDC's MALLINGER VALLEY SIDING KIRANDUL,ECOR,RGDA,"18.757056","81.257701"
KNAR,Khanpur Ahir                                                ,NWR,JP,"27.90916736","76.59136027"
KMPH,Kamalpur halt,NFR,KIR,"25.51757826","87.83771869"
SKQ,Sikandarpur,NCR,PRYJ,"28.247475","77.78447"
DSS,Dalsingh Sarai                                              ,ECR,SEE,"25.66512167","85.8414495"
KNC,Kanchanpur Road,WCR,JBP,"24.04056583","81.64253417"
KNZ,Kalanour                                                    ,NR,UMB,"30.08293383","77.34006683"
KODR,Kodinar                                                     ,WR,BVP,"20.79722033","70.6956145"
KOD,Kharaghoda                                                  ,WR,ADI,"23.17032","71.71898483"
KODN,Kodumunda Halt                                              ,SR,PGT,"10.81685728","76.14341523"
SGRM,Singaram,ECOR,RGDA,"19.11042217","83.1045075"
BRKA,BARKAKANA                                                   ,ECR,DHN,"23.62429722","85.46880833"
DLDE,Daldali,NFR,LMG,"25.81990833","93.516485"
KMNN,Khamanon,NR,UMB,"30.80781458","76.32476251"
KOK,Korukkupet                                                  ,SR,MAS,"13.1207359","80.27859143"
KTW,Kotdwara                                                    ,NR,MB,"29.742567","78.52116983"
KTWS,Kathuwas                                                    ,NWR,JP,"28.13340768","76.34416894"
MDNR,Modinagar                                                   ,NR,DLI,"28.82836167","77.57221333"
SKTN,Shaktinagar                                                 ,ECR,DHN,"24.12275579","82.70411938"
BPL,Bhopal Jn.,WCR,BPL,"23.2680815","77.41372567"
DLR,Dullahapur,NER,BSB,"25.79995212","83.42382361"
BMGR,Bamangram,NFR,KIR,"25.62315667","88.198565"
SE,Semla                                                       ,WR,BVP,"22.04384883","70.7939415"
KNU,Kanjh                                                       ,WR,ADI,"23.30503967","72.15470567"
KKLR,Kaikalur,SCOR,BZA,"16.55081158","81.21800334"
KNGR,Kashinagar PH,ECOR,RGDA,"18.85693833","83.87613517"
KLDI,Kaldhari,SCOR,BZA,"16.836032","81.67806633"
KNNN,New Khanna,DFCR,EDFC,"30.708909","76.223838"
KON,Kudalnagar                                                  ,SR,MDU,"9.94635946","78.10552669"
SKY,Shikara                                                     ,SECR,NAG,"22.80015983","79.857168"
CRU,Chudawa                                                     ,SCR,NED,"19.17962467","77.1165195"
KNLI,Kangali H                                                   ,ECR,SPJ,"27.01008","84.723715"
DMBR,Dumri Bihar                                                 ,ECR,DHN,"23.80714817","85.76372933"
MDVK,Mahadeokhedi,WCR,BPL,"24.23659933","78.19477317"
KOWN,Khowang,NFR,TSK,"27.28254562","94.9025621"
KOTA,Kota Jn.,WCR,KOTA,"25.22321533","75.88132567"
DMC,Dhemaji,NFR,TSK,"27.48934374","94.54268746"
BRKD,BHARAT KHAND                                                ,ECR,SEE,"25.40049317","86.8060085"
CMX,Chamagram,ER,MLDT,"24.82081","87.963175"
KTY,Kotturu                                                     ,SWR,UBL,"14.83994833","76.22105833"
AJ,Ajgain                                                      ,NR,LKO,"26.6174225","80.621439"
MHRI,Machhrauli                                                  ,NR,DLI,"28.4866","76.64317333"
BRKH,Bisapur Kalan P.H.,SECR,NAG,"21.91351717","78.92251983"
BWL,Bawal                                                       ,NWR,JP,"28.07009208","76.57245973"
MIL,Milak,NR,MB,"28.61367933","79.16357067"
KPDH,Kapurdha P.H.,SECR,NAG,"22.05352506","79.30960572"
KORA,Kora                                                        ,WR,BRC,"22.11236534","72.68546401"
